event_id,user_id,event_name,event_timestamp,device_type,country,plan_type
3272,294,landing_page,2024-08-17 21:27:00,android,UK,
3273,294,signup,2024-08-17 22:04:00,android,UK,free
3274,294,verify_email,2024-08-17 22:23:00,android,UK,free
3275,294,login,2024-08-17 23:06:00,android,UK,free
3276,294,start_trial,2024-08-17 23:57:00,android,UK,basic
3277,294,subscribe,2024-08-18 00:29:00,android,UK,pro
3278,294,login,2024-08-18 00:35:00,android,UK,pro
3279,294,feature_use,2024-08-23 01:10:00,android,UK,pro
3280,294,feature_use,2024-08-24 01:30:00,android,UK,pro
3281,294,login,2024-08-25 02:43:00,android,UK,pro
3282,294,login,2024-08-26 04:20:00,android,UK,pro
3283,294,login,2024-08-30 05:37:00,android,UK,pro
3284,294,feature_use,2024-08-31 06:02:00,android,UK,pro
3285,294,login,2024-09-01 07:14:00,android,UK,pro
3286,294,feature_use,2024-09-05 07:48:00,android,UK,pro
3287,294,login,2024-09-05 08:27:00,android,UK,pro
3288,294,login,2024-09-10 09:10:00,android,UK,pro
3289,294,feature_use,2024-09-15 09:26:00,android,UK,pro
3290,295,landing_page,2024-09-26 03:10:00,android,UK,
3291,295,signup,2024-09-26 03:22:00,android,UK,free
3292,295,verify_email,2024-09-26 04:01:00,android,UK,free
3293,295,login,2024-09-26 04:42:00,android,UK,free
3294,295,start_trial,2024-09-26 05:14:00,android,UK,basic
3295,295,feature_use,2024-09-26 05:57:00,android,UK,basic
3296,295,feature_use,2024-09-30 06:26:00,android,UK,basic
3297,295,feature_use,2024-10-03 07:50:00,android,UK,basic
3298,295,feature_use,2024-10-06 09:08:00,android,UK,basic
3299,295,login,2024-10-07 10:35:00,android,UK,basic
3300,295,login,2024-10-09 12:30:00,android,UK,basic
3301,295,feature_use,2024-10-11 12:47:00,android,UK,basic
3302,295,login,2024-10-16 13:51:00,android,UK,basic
3303,295,feature_use,2024-10-19 15:27:00,android,UK,basic
3304,295,feature_use,2024-10-19 16:02:00,android,UK,basic
3305,295,login,2024-10-19 17:20:00,android,UK,basic
3306,295,login,2024-10-19 17:45:00,android,UK,basic
3307,295,feature_use,2024-10-19 18:38:00,android,UK,basic
3308,295,feature_use,2024-10-21 19:03:00,android,UK,basic
3309,295,login,2024-10-26 19:20:00,android,UK,basic
3310,295,login,2024-10-30 20:23:00,android,UK,basic
3311,295,feature_use,2024-10-31 21:45:00,android,UK,basic
3312,295,login,2024-11-04 22:55:00,android,UK,basic
3313,296,landing_page,2024-08-16 08:25:00,android,IN,
3314,296,signup,2024-08-16 08:47:00,android,IN,free
3315,296,verify_email,2024-08-16 08:55:00,android,IN,free
3316,296,login,2024-08-16 09:29:00,android,IN,free
3317,296,start_trial,2024-08-16 09:58:00,android,IN,basic
3318,296,login,2024-08-16 10:38:00,android,IN,basic
3319,296,login,2024-08-16 12:04:00,android,IN,basic
3320,296,feature_use,2024-08-18 13:21:00,android,IN,basic
3321,296,login,2024-08-18 14:22:00,android,IN,basic
3322,296,login,2024-08-19 15:26:00,android,IN,basic
3323,296,login,2024-08-23 16:50:00,android,IN,basic
3324,296,feature_use,2024-08-25 17:45:00,android,IN,basic
3325,296,login,2024-08-28 19:02:00,android,IN,basic
3326,296,feature_use,2024-09-01 19:19:00,android,IN,basic
3327,296,login,2024-09-02 20:03:00,android,IN,basic
3328,296,feature_use,2024-09-04 21:58:00,android,IN,basic
3329,296,login,2024-09-07 22:23:00,android,IN,basic
3330,296,feature_use,2024-09-08 23:30:00,android,IN,basic
3331,296,feature_use,2024-09-11 23:57:00,android,IN,basic
3332,297,landing_page,2024-09-04 01:34:00,web,IN,
3333,297,signup,2024-09-04 02:02:00,web,IN,free
3334,298,landing_page,2024-02-21 18:16:00,web,UK,
3335,298,signup,2024-02-21 18:27:00,web,UK,free
3336,298,verify_email,2024-02-21 18:32:00,web,UK,free
3337,298,login,2024-02-21 19:14:00,web,UK,free
3338,298,start_trial,2024-02-21 20:11:00,web,UK,basic
3339,298,subscribe,2024-02-21 20:20:00,web,UK,pro
3340,298,login,2024-02-21 20:35:00,web,UK,pro
3341,298,login,2024-02-21 21:01:00,web,UK,pro
3342,298,feature_use,2024-02-25 22:27:00,web,UK,pro
3343,298,feature_use,2024-02-29 23:35:00,web,UK,pro
3344,298,login,2024-03-02 00:54:00,web,UK,pro
3345,298,login,2024-03-07 01:16:00,web,UK,pro
3346,298,feature_use,2024-03-08 02:30:00,web,UK,pro
3347,299,landing_page,2024-03-17 23:30:00,web,UK,
3348,299,signup,2024-03-18 00:16:00,web,UK,free
3349,299,verify_email,2024-03-18 00:30:00,web,UK,free
3350,299,login,2024-03-18 01:25:00,web,UK,free
3351,299,start_trial,2024-03-18 01:49:00,web,UK,basic
3352,299,feature_use,2024-03-18 02:16:00,web,UK,basic
3353,299,feature_use,2024-03-21 03:16:00,web,UK,basic
3354,299,feature_use,2024-03-23 05:00:00,web,UK,basic
3355,299,feature_use,2024-03-27 06:01:00,web,UK,basic
3356,300,landing_page,2024-07-22 16:43:00,ios,CA,
3357,300,signup,2024-07-22 16:55:00,ios,CA,free
3358,301,landing_page,2024-08-01 19:53:00,android,US,
3359,301,signup,2024-08-01 20:03:00,android,US,free
3360,301,verify_email,2024-08-01 20:27:00,android,US,free
3361,301,login,2024-08-01 20:41:00,android,US,free
3362,301,start_trial,2024-08-01 21:23:00,android,US,basic
3363,301,subscribe,2024-08-01 21:34:00,android,US,pro
3364,301,login,2024-08-01 22:10:00,android,US,pro
3365,301,login,2024-08-06 00:06:00,android,US,pro
3366,301,login,2024-08-08 00:19:00,android,US,pro
3367,301,login,2024-08-12 02:12:00,android,US,pro
3368,301,feature_use,2024-08-13 02:42:00,android,US,pro
3369,302,landing_page,2024-09-07 11:03:00,android,UK,
3370,302,signup,2024-09-07 11:09:00,android,UK,free
3371,302,verify_email,2024-09-07 11:32:00,android,UK,free
3372,302,login,2024-09-07 11:45:00,android,UK,free
3373,302,start_trial,2024-09-07 12:31:00,android,UK,basic
3374,302,login,2024-09-07 13:23:00,android,UK,basic
3375,302,login,2024-09-12 15:18:00,android,UK,basic
3376,302,login,2024-09-16 16:08:00,android,UK,basic
3377,302,feature_use,2024-09-21 17:00:00,android,UK,basic
3378,302,login,2024-09-22 18:47:00,android,UK,basic
3379,302,login,2024-09-23 19:21:00,android,UK,basic
3380,302,login,2024-09-26 20:47:00,android,UK,basic
3381,302,login,2024-09-27 21:00:00,android,UK,basic
3382,302,login,2024-10-01 22:57:00,android,UK,basic
3383,302,feature_use,2024-10-02 00:48:00,android,UK,basic
3384,302,login,2024-10-05 01:14:00,android,UK,basic
3385,302,feature_use,2024-10-09 02:07:00,android,UK,basic
3386,302,login,2024-10-11 02:52:00,android,UK,basic
3387,302,feature_use,2024-10-14 04:35:00,android,UK,basic
3388,302,feature_use,2024-10-16 05:49:00,android,UK,basic
3389,302,feature_use,2024-10-19 06:02:00,android,UK,basic
3390,302,login,2024-10-19 06:18:00,android,UK,basic
3391,302,login,2024-10-21 06:44:00,android,UK,basic
3392,303,landing_page,2024-01-19 10:55:00,android,UK,
3393,303,signup,2024-01-19 11:21:00,android,UK,free
3394,303,verify_email,2024-01-19 11:51:00,android,UK,free
3395,303,login,2024-01-19 12:29:00,android,UK,free
3396,303,start_trial,2024-01-19 12:50:00,android,UK,basic
3397,303,login,2024-01-19 13:36:00,android,UK,basic
3398,303,feature_use,2024-01-19 14:55:00,android,UK,basic
3399,303,feature_use,2024-01-19 15:42:00,android,UK,basic
3400,303,feature_use,2024-01-22 16:23:00,android,UK,basic
3401,303,login,2024-01-25 17:28:00,android,UK,basic
3402,303,feature_use,2024-01-29 18:50:00,android,UK,basic
3403,303,feature_use,2024-02-02 20:27:00,android,UK,basic
3404,303,login,2024-02-07 21:15:00,android,UK,basic
3405,304,landing_page,2024-07-06 10:49:00,android,UK,
3406,304,signup,2024-07-06 11:35:00,android,UK,free
3407,304,verify_email,2024-07-06 12:14:00,android,UK,free
3408,304,login,2024-07-06 12:43:00,android,UK,free
3409,304,start_trial,2024-07-06 13:24:00,android,UK,basic
3410,304,login,2024-07-06 14:06:00,android,UK,basic
3411,304,login,2024-07-08 14:37:00,android,UK,basic
3412,304,feature_use,2024-07-08 15:20:00,android,UK,basic
3413,304,feature_use,2024-07-12 16:40:00,android,UK,basic
3414,304,feature_use,2024-07-14 17:40:00,android,UK,basic
3415,304,login,2024-07-17 19:11:00,android,UK,basic
3416,304,feature_use,2024-07-20 20:04:00,android,UK,basic
3417,304,login,2024-07-22 21:54:00,android,UK,basic
3418,304,feature_use,2024-07-23 22:04:00,android,UK,basic
3419,304,login,2024-07-24 22:51:00,android,UK,basic
3420,304,login,2024-07-28 00:16:00,android,UK,basic
3421,304,feature_use,2024-07-28 00:55:00,android,UK,basic
3422,304,login,2024-07-28 01:41:00,android,UK,basic
3423,305,landing_page,2024-03-24 06:40:00,ios,US,
3424,305,signup,2024-03-24 07:19:00,ios,US,free
3425,305,verify_email,2024-03-24 07:43:00,ios,US,free
3426,305,login,2024-03-24 08:27:00,ios,US,free
3427,305,start_trial,2024-03-24 09:15:00,ios,US,basic
3428,305,subscribe,2024-03-24 09:45:00,ios,US,pro
3429,305,login,2024-03-24 10:13:00,ios,US,pro
3430,305,feature_use,2024-03-25 11:07:00,ios,US,pro
3431,305,feature_use,2024-03-25 12:59:00,ios,US,pro
3432,305,feature_use,2024-03-28 13:15:00,ios,US,pro
3433,305,feature_use,2024-03-28 14:11:00,ios,US,pro
3434,305,feature_use,2024-04-01 15:40:00,ios,US,pro
3435,305,login,2024-04-02 16:42:00,ios,US,pro
3436,305,login,2024-04-06 17:35:00,ios,US,pro
3437,305,feature_use,2024-04-11 19:11:00,ios,US,pro
3438,305,login,2024-04-16 19:52:00,ios,US,pro
3439,305,login,2024-04-20 20:47:00,ios,US,pro
3440,305,login,2024-04-20 22:46:00,ios,US,pro
3441,305,cancel,2024-04-22 23:52:00,ios,US,pro
3442,306,landing_page,2024-01-06 11:09:00,web,AU,
3443,306,signup,2024-01-06 11:44:00,web,AU,free
3444,307,landing_page,2024-04-01 15:50:00,web,CA,
3445,307,signup,2024-04-01 16:06:00,web,CA,free
3446,307,verify_email,2024-04-01 16:42:00,web,CA,free
3447,307,login,2024-04-01 17:28:00,web,CA,free
3448,307,start_trial,2024-04-01 18:06:00,web,CA,basic
3449,307,login,2024-04-01 18:47:00,web,CA,basic
3450,307,feature_use,2024-04-04 20:22:00,web,CA,basic
3451,307,feature_use,2024-04-05 21:11:00,web,CA,basic
3452,307,login,2024-04-08 21:51:00,web,CA,basic
3453,307,login,2024-04-08 23:01:00,web,CA,basic
3454,307,feature_use,2024-04-10 00:40:00,web,CA,basic
3455,307,login,2024-04-13 00:50:00,web,CA,basic
3456,307,feature_use,2024-04-16 01:36:00,web,CA,basic
3457,307,feature_use,2024-04-20 02:00:00,web,CA,basic
3458,307,feature_use,2024-04-21 03:30:00,web,CA,basic
3459,307,feature_use,2024-04-25 04:47:00,web,CA,basic
3460,307,login,2024-04-30 05:30:00,web,CA,basic
3461,307,login,2024-05-04 07:22:00,web,CA,basic
3462,307,feature_use,2024-05-06 09:21:00,web,CA,basic
3463,307,login,2024-05-08 09:32:00,web,CA,basic
3464,307,feature_use,2024-05-09 09:56:00,web,CA,basic
3465,307,login,2024-05-12 11:51:00,web,CA,basic
3466,307,login,2024-05-13 13:18:00,web,CA,basic
3467,307,feature_use,2024-05-17 13:57:00,web,CA,basic
3468,307,login,2024-05-17 15:20:00,web,CA,basic
3469,308,landing_page,2024-10-24 00:36:00,web,AU,
3470,308,signup,2024-10-24 00:58:00,web,AU,free
3471,308,verify_email,2024-10-24 01:38:00,web,AU,free
3472,308,login,2024-10-24 02:00:00,web,AU,free
3473,308,start_trial,2024-10-24 02:44:00,web,AU,basic
3474,308,subscribe,2024-10-24 02:49:00,web,AU,pro
3475,308,feature_use,2024-10-24 03:26:00,web,AU,pro
3476,308,login,2024-10-29 04:25:00,web,AU,pro
3477,308,feature_use,2024-11-01 05:52:00,web,AU,pro
3478,308,feature_use,2024-11-03 06:33:00,web,AU,pro
3479,308,login,2024-11-07 07:43:00,web,AU,pro
3480,308,feature_use,2024-11-08 09:14:00,web,AU,pro
3481,308,feature_use,2024-11-09 10:44:00,web,AU,pro
3482,308,login,2024-11-11 12:34:00,web,AU,pro
3483,308,login,2024-11-11 13:10:00,web,AU,pro
3484,308,feature_use,2024-11-11 14:21:00,web,AU,pro
3485,308,feature_use,2024-11-11 15:38:00,web,AU,pro
3486,308,login,2024-11-16 17:12:00,web,AU,pro
3487,309,landing_page,2024-02-25 01:37:00,web,UK,
3488,310,landing_page,2024-09-19 10:12:00,android,CA,
3489,310,signup,2024-09-19 10:55:00,android,CA,free
3490,311,landing_page,2024-04-17 17:37:00,web,AU,
3491,311,signup,2024-04-17 18:10:00,web,AU,free
3492,311,verify_email,2024-04-17 18:32:00,web,AU,free
3493,311,login,2024-04-17 18:38:00,web,AU,free
3494,311,start_trial,2024-04-17 19:18:00,web,AU,basic
3495,311,subscribe,2024-04-17 19:24:00,web,AU,pro
3496,311,feature_use,2024-04-17 19:48:00,web,AU,pro
3497,311,feature_use,2024-04-18 21:20:00,web,AU,pro
3498,311,login,2024-04-21 22:12:00,web,AU,pro
3499,311,feature_use,2024-04-22 23:22:00,web,AU,pro
3500,311,login,2024-04-25 00:53:00,web,AU,pro
3501,311,login,2024-04-29 01:29:00,web,AU,pro
3502,311,feature_use,2024-05-01 02:44:00,web,AU,pro
3503,311,login,2024-05-05 03:05:00,web,AU,pro
3504,311,feature_use,2024-05-08 03:25:00,web,AU,pro
3505,311,feature_use,2024-05-13 05:09:00,web,AU,pro
3506,311,feature_use,2024-05-16 06:08:00,web,AU,pro
3507,311,feature_use,2024-05-19 08:06:00,web,AU,pro
3508,311,feature_use,2024-05-22 08:51:00,web,AU,pro
3509,311,feature_use,2024-05-26 10:29:00,web,AU,pro
3510,311,feature_use,2024-05-27 11:39:00,web,AU,pro
3511,311,login,2024-05-29 13:08:00,web,AU,pro
3512,311,login,2024-05-29 13:32:00,web,AU,pro
3513,311,login,2024-06-01 15:25:00,web,AU,pro
3514,311,feature_use,2024-06-05 15:59:00,web,AU,pro
3515,311,login,2024-06-10 16:15:00,web,AU,pro
3516,311,cancel,2024-06-12 16:51:00,web,AU,pro
3517,312,landing_page,2024-09-18 04:34:00,ios,CA,
3518,312,signup,2024-09-18 04:49:00,ios,CA,free
3519,312,verify_email,2024-09-18 04:57:00,ios,CA,free
3520,312,login,2024-09-18 05:21:00,ios,CA,free
3521,312,start_trial,2024-09-18 05:27:00,ios,CA,basic
3522,312,subscribe,2024-09-18 05:40:00,ios,CA,pro
3523,312,feature_use,2024-09-18 06:03:00,ios,CA,pro
3524,312,login,2024-09-23 06:17:00,ios,CA,pro
3525,312,feature_use,2024-09-23 06:59:00,ios,CA,pro
3526,312,feature_use,2024-09-27 08:06:00,ios,CA,pro
3527,312,login,2024-09-30 08:25:00,ios,CA,pro
3528,312,feature_use,2024-10-04 09:24:00,ios,CA,pro
3529,312,feature_use,2024-10-05 11:21:00,ios,CA,pro
3530,312,feature_use,2024-10-09 11:35:00,ios,CA,pro
3531,312,feature_use,2024-10-11 13:28:00,ios,CA,pro
3532,312,login,2024-10-11 13:48:00,ios,CA,pro
3533,312,feature_use,2024-10-12 14:40:00,ios,CA,pro
3534,312,login,2024-10-16 15:57:00,ios,CA,pro
3535,312,login,2024-10-19 17:06:00,ios,CA,pro
3536,312,feature_use,2024-10-21 18:59:00,ios,CA,pro
3537,312,login,2024-10-26 20:30:00,ios,CA,pro
3538,312,login,2024-10-31 21:50:00,ios,CA,pro
3539,312,login,2024-11-01 23:01:00,ios,CA,pro
3540,312,feature_use,2024-11-03 01:00:00,ios,CA,pro
3541,313,landing_page,2024-10-15 09:47:00,ios,CA,
3542,313,signup,2024-10-15 09:52:00,ios,CA,free
3543,313,verify_email,2024-10-15 10:39:00,ios,CA,free
3544,313,login,2024-10-15 11:37:00,ios,CA,free
3545,313,start_trial,2024-10-15 11:52:00,ios,CA,basic
3546,313,login,2024-10-15 12:33:00,ios,CA,basic
3547,313,login,2024-10-17 13:18:00,ios,CA,basic
3548,313,feature_use,2024-10-21 14:39:00,ios,CA,basic
3549,313,feature_use,2024-10-23 15:29:00,ios,CA,basic
3550,313,feature_use,2024-10-24 15:47:00,ios,CA,basic
3551,314,landing_page,2024-08-17 10:40:00,web,CA,
3552,314,signup,2024-08-17 11:27:00,web,CA,free
3553,314,verify_email,2024-08-17 11:52:00,web,CA,free
3554,314,login,2024-08-17 12:23:00,web,CA,free
3555,314,start_trial,2024-08-17 12:46:00,web,CA,basic
3556,314,feature_use,2024-08-17 13:35:00,web,CA,basic
3557,314,login,2024-08-20 14:58:00,web,CA,basic
3558,314,login,2024-08-24 15:24:00,web,CA,basic
3559,315,landing_page,2024-07-06 23:56:00,web,US,
3560,315,signup,2024-07-07 00:31:00,web,US,free
3561,315,verify_email,2024-07-07 01:22:00,web,US,free
3562,315,login,2024-07-07 01:43:00,web,US,free
3563,315,start_trial,2024-07-07 02:05:00,web,US,basic
3564,315,feature_use,2024-07-07 02:27:00,web,US,basic
3565,315,login,2024-07-10 02:44:00,web,US,basic
3566,315,feature_use,2024-07-14 04:08:00,web,US,basic
3567,315,feature_use,2024-07-14 04:30:00,web,US,basic
3568,315,feature_use,2024-07-19 06:04:00,web,US,basic
3569,315,login,2024-07-19 07:06:00,web,US,basic
3570,315,feature_use,2024-07-21 07:39:00,web,US,basic
3571,315,login,2024-07-24 09:35:00,web,US,basic
3572,315,login,2024-07-28 10:09:00,web,US,basic
3573,316,landing_page,2024-07-17 21:41:00,web,CA,
3574,316,signup,2024-07-17 22:23:00,web,CA,free
3575,316,verify_email,2024-07-17 23:02:00,web,CA,free
3576,316,login,2024-07-17 23:57:00,web,CA,free
3577,316,start_trial,2024-07-18 00:23:00,web,CA,basic
3578,316,subscribe,2024-07-18 01:03:00,web,CA,pro
3579,316,login,2024-07-18 01:47:00,web,CA,pro
3580,316,feature_use,2024-07-19 02:22:00,web,CA,pro
3581,316,login,2024-07-22 02:51:00,web,CA,pro
3582,316,feature_use,2024-07-27 04:15:00,web,CA,pro
3583,316,feature_use,2024-07-30 05:42:00,web,CA,pro
3584,316,login,2024-08-01 07:33:00,web,CA,pro
3585,316,feature_use,2024-08-06 09:19:00,web,CA,pro
3586,316,login,2024-08-10 09:39:00,web,CA,pro
3587,316,feature_use,2024-08-13 10:12:00,web,CA,pro
3588,316,feature_use,2024-08-13 11:25:00,web,CA,pro
3589,316,login,2024-08-14 12:24:00,web,CA,pro
3590,316,feature_use,2024-08-17 14:09:00,web,CA,pro
3591,317,landing_page,2024-06-08 12:40:00,android,CA,
3592,317,signup,2024-06-08 13:18:00,android,CA,free
3593,317,verify_email,2024-06-08 13:40:00,android,CA,free
3594,317,login,2024-06-08 14:13:00,android,CA,free
3595,317,start_trial,2024-06-08 14:33:00,android,CA,basic
3596,317,subscribe,2024-06-08 15:25:00,android,CA,pro
3597,317,feature_use,2024-06-08 15:31:00,android,CA,pro
3598,317,feature_use,2024-06-12 17:30:00,android,CA,pro
3599,317,login,2024-06-16 18:56:00,android,CA,pro
3600,317,login,2024-06-17 19:34:00,android,CA,pro
3601,317,login,2024-06-20 20:48:00,android,CA,pro
3602,317,login,2024-06-23 22:21:00,android,CA,pro
3603,317,login,2024-06-26 23:58:00,android,CA,pro
3604,317,login,2024-06-29 00:13:00,android,CA,pro
3605,317,login,2024-06-30 00:59:00,android,CA,pro
3606,317,login,2024-07-05 01:47:00,android,CA,pro
3607,317,login,2024-07-06 02:10:00,android,CA,pro
3608,317,feature_use,2024-07-07 03:23:00,android,CA,pro
3609,317,cancel,2024-07-08 05:02:00,android,CA,pro
3610,318,landing_page,2024-07-15 06:20:00,ios,UK,
3611,318,signup,2024-07-15 06:31:00,ios,UK,free
3612,318,verify_email,2024-07-15 07:04:00,ios,UK,free
3613,318,login,2024-07-15 07:22:00,ios,UK,free
3614,318,start_trial,2024-07-15 08:02:00,ios,UK,basic
3615,318,login,2024-07-15 08:24:00,ios,UK,basic
3616,318,feature_use,2024-07-16 09:56:00,ios,UK,basic
3617,318,feature_use,2024-07-21 10:11:00,ios,UK,basic
3618,318,login,2024-07-26 11:06:00,ios,UK,basic
3619,318,login,2024-07-31 12:52:00,ios,UK,basic
3620,318,login,2024-08-04 13:35:00,ios,UK,basic
3621,318,login,2024-08-05 14:38:00,ios,UK,basic
3622,318,feature_use,2024-08-09 15:59:00,ios,UK,basic
3623,318,login,2024-08-10 17:32:00,ios,UK,basic
3624,318,feature_use,2024-08-13 18:37:00,ios,UK,basic
3625,318,login,2024-08-16 19:08:00,ios,UK,basic
3626,318,login,2024-08-21 21:08:00,ios,UK,basic
3627,318,login,2024-08-22 23:05:00,ios,UK,basic
3628,318,login,2024-08-26 23:41:00,ios,UK,basic
3629,318,feature_use,2024-08-26 23:57:00,ios,UK,basic
3630,318,feature_use,2024-08-29 00:18:00,ios,UK,basic
3631,319,landing_page,2024-10-10 10:16:00,web,AU,
3632,319,signup,2024-10-10 10:46:00,web,AU,free
3633,319,verify_email,2024-10-10 11:03:00,web,AU,free
3634,319,login,2024-10-10 11:16:00,web,AU,free
3635,319,start_trial,2024-10-10 12:14:00,web,AU,basic
3636,319,subscribe,2024-10-10 12:37:00,web,AU,pro
3637,319,login,2024-10-10 13:35:00,web,AU,pro
3638,319,feature_use,2024-10-14 15:14:00,web,AU,pro
3639,319,feature_use,2024-10-16 16:35:00,web,AU,pro
3640,319,feature_use,2024-10-21 17:14:00,web,AU,pro
3641,319,login,2024-10-22 18:12:00,web,AU,pro
3642,319,feature_use,2024-10-22 18:44:00,web,AU,pro
3643,319,login,2024-10-24 20:23:00,web,AU,pro
3644,319,feature_use,2024-10-29 21:09:00,web,AU,pro
3645,319,login,2024-10-30 21:21:00,web,AU,pro
3646,319,login,2024-11-02 22:57:00,web,AU,pro
3647,319,feature_use,2024-11-02 23:24:00,web,AU,pro
3648,319,cancel,2024-11-06 00:23:00,web,AU,pro
3649,320,landing_page,2024-05-12 22:45:00,android,UK,
3650,320,signup,2024-05-12 23:11:00,android,UK,free
3651,320,verify_email,2024-05-12 23:59:00,android,UK,free
3652,320,login,2024-05-13 00:37:00,android,UK,free
3653,320,start_trial,2024-05-13 00:44:00,android,UK,basic
3654,320,subscribe,2024-05-13 01:40:00,android,UK,pro
3655,320,feature_use,2024-05-13 02:14:00,android,UK,pro
3656,320,feature_use,2024-05-17 02:28:00,android,UK,pro
3657,320,login,2024-05-21 03:19:00,android,UK,pro
3658,320,login,2024-05-26 03:42:00,android,UK,pro
3659,320,login,2024-05-28 04:02:00,android,UK,pro
3660,320,login,2024-06-02 05:43:00,android,UK,pro
3661,320,login,2024-06-05 07:25:00,android,UK,pro
3662,320,login,2024-06-06 08:49:00,android,UK,pro
3663,320,feature_use,2024-06-08 09:42:00,android,UK,pro
3664,320,login,2024-06-13 09:53:00,android,UK,pro
3665,320,login,2024-06-14 10:09:00,android,UK,pro
3666,320,login,2024-06-17 10:50:00,android,UK,pro
3667,320,login,2024-06-19 12:44:00,android,UK,pro
3668,320,login,2024-06-22 13:52:00,android,UK,pro
3669,320,login,2024-06-24 15:37:00,android,UK,pro
3670,320,feature_use,2024-06-24 17:34:00,android,UK,pro
3671,321,landing_page,2024-06-14 04:26:00,android,CA,
3672,321,signup,2024-06-14 05:20:00,android,CA,free
3673,321,verify_email,2024-06-14 06:03:00,android,CA,free
3674,321,login,2024-06-14 06:46:00,android,CA,free
3675,321,start_trial,2024-06-14 07:43:00,android,CA,basic
3676,321,feature_use,2024-06-14 08:37:00,android,CA,basic
3677,321,feature_use,2024-06-16 09:28:00,android,CA,basic
3678,321,feature_use,2024-06-16 11:18:00,android,CA,basic
3679,321,login,2024-06-21 12:38:00,android,CA,basic
3680,322,landing_page,2024-03-03 16:14:00,web,AU,
3681,322,signup,2024-03-03 16:35:00,web,AU,free
3682,322,verify_email,2024-03-03 17:05:00,web,AU,free
3683,322,login,2024-03-03 17:28:00,web,AU,free
3684,322,start_trial,2024-03-03 18:04:00,web,AU,basic
3685,322,subscribe,2024-03-03 18:47:00,web,AU,pro
3686,322,login,2024-03-03 19:35:00,web,AU,pro
3687,322,login,2024-03-07 21:34:00,web,AU,pro
3688,322,feature_use,2024-03-09 22:00:00,web,AU,pro
3689,322,login,2024-03-14 23:45:00,web,AU,pro
3690,322,cancel,2024-03-16 01:11:00,web,AU,pro
3691,323,landing_page,2024-10-17 13:38:00,android,US,
3692,324,landing_page,2024-04-27 10:12:00,ios,US,
3693,324,signup,2024-04-27 10:45:00,ios,US,free
3694,325,landing_page,2024-07-10 21:55:00,ios,US,
3695,325,signup,2024-07-10 22:42:00,ios,US,free
3696,325,verify_email,2024-07-10 23:28:00,ios,US,free
3697,325,login,2024-07-10 23:43:00,ios,US,free
3698,325,start_trial,2024-07-11 00:29:00,ios,US,basic
3699,325,subscribe,2024-07-11 00:34:00,ios,US,pro
3700,325,feature_use,2024-07-11 01:05:00,ios,US,pro
3701,325,feature_use,2024-07-11 02:04:00,ios,US,pro
3702,325,feature_use,2024-07-13 03:54:00,ios,US,pro
3703,325,feature_use,2024-07-14 05:00:00,ios,US,pro
3704,325,login,2024-07-15 06:35:00,ios,US,pro
3705,325,feature_use,2024-07-18 07:09:00,ios,US,pro
3706,325,feature_use,2024-07-22 07:25:00,ios,US,pro
3707,325,login,2024-07-25 08:32:00,ios,US,pro
3708,325,feature_use,2024-07-29 09:21:00,ios,US,pro
3709,325,feature_use,2024-08-03 10:57:00,ios,US,pro
3710,325,feature_use,2024-08-06 11:14:00,ios,US,pro
3711,325,login,2024-08-08 11:50:00,ios,US,pro
3712,325,cancel,2024-08-10 12:57:00,ios,US,pro
3713,326,landing_page,2024-04-14 22:47:00,web,CA,
3714,326,signup,2024-04-14 23:07:00,web,CA,free
3715,326,verify_email,2024-04-14 23:56:00,web,CA,free
3716,326,login,2024-04-15 00:45:00,web,CA,free
3717,326,start_trial,2024-04-15 01:34:00,web,CA,basic
3718,326,feature_use,2024-04-15 02:14:00,web,CA,basic
3719,326,feature_use,2024-04-19 03:35:00,web,CA,basic
3720,326,feature_use,2024-04-19 04:24:00,web,CA,basic
3721,326,login,2024-04-19 05:39:00,web,CA,basic
3722,326,feature_use,2024-04-23 07:34:00,web,CA,basic
3723,326,login,2024-04-25 07:44:00,web,CA,basic
3724,326,login,2024-04-30 08:00:00,web,CA,basic
3725,326,login,2024-05-02 08:34:00,web,CA,basic
3726,326,feature_use,2024-05-03 09:07:00,web,CA,basic
3727,326,feature_use,2024-05-08 10:28:00,web,CA,basic
3728,326,feature_use,2024-05-11 11:26:00,web,CA,basic
3729,326,login,2024-05-15 12:45:00,web,CA,basic
3730,326,login,2024-05-17 14:14:00,web,CA,basic
3731,326,feature_use,2024-05-21 15:05:00,web,CA,basic
3732,326,feature_use,2024-05-26 16:25:00,web,CA,basic
3733,326,login,2024-05-28 17:39:00,web,CA,basic
3734,326,login,2024-05-28 18:05:00,web,CA,basic
3735,326,login,2024-05-29 19:51:00,web,CA,basic
3736,326,login,2024-05-29 21:27:00,web,CA,basic
3737,327,landing_page,2024-03-06 08:02:00,ios,UK,
3738,327,signup,2024-03-06 08:50:00,ios,UK,free
3739,327,verify_email,2024-03-06 09:11:00,ios,UK,free
3740,327,login,2024-03-06 09:44:00,ios,UK,free
3741,327,start_trial,2024-03-06 10:09:00,ios,UK,basic
3742,327,subscribe,2024-03-06 10:21:00,ios,UK,pro
3743,327,feature_use,2024-03-06 11:06:00,ios,UK,pro
3744,327,login,2024-03-11 12:22:00,ios,UK,pro
3745,327,feature_use,2024-03-11 13:24:00,ios,UK,pro
